SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K,CROPS
6.3,12.3,90.4,116.8,71.5,97.7,cabbage
7.5,24.5,84.9,105.3,43.9,53.6,cotton
6.1,25.2,82.1,57.4,34.2,24.1,pearl millet
6.5,17.0,74.8,69.4,42.2,46.4,small onion
7.8,27.2,72.4,98.1,40.5,44.0,cotton
5.2,21.4,51.1,42.0,30.4,26.0,cowpea
7.4,26.9,82.9,106.5,59.6,60.0,muskmelon
6.9,35.2,17.2,27.2,39.5,23.7,blackgram
6.6,30.1,60.2,74.3,62.5,70.9,ash gourd
6.2,22.8,85.0,112.7,53.0,47.0,sweet potato
6.3,20.3,98.6,73.2,47.1,40.5,beetroot
6.0,22.4,87.4,82.9,78.9,80.2,snake gourd
6.6,17.7,74.8,93.0,40.1,42.3,small onion
6.1,22.8,83.2,145.3,69.6,102.8,onion
5.7,28.1,93.0,121.5,43.7,93.9,capsicum
5.6,20.2,20.0,36.8,26.7,25.4,panivaragu
5.6,14.9,98.3,80.8,52.9,47.7,radish
6.8,15.2,64.5,85.3,91.4,96.2,carrot
7.9,30.8,97.6,39.1,27.9,39.3,gingely
6.6,34.4,65.0,74.3,53.9,49.7,groundnut
6.2,32.4,69.3,41.7,22.7,27.0,horsegram
6.5,37.6,63.4,51.4,26.6,21.8,horsegram
7.3,38.9,72.2,58.4,34.3,29.7,horsegram
6.0,23.1,79.5,144.5,77.3,85.5,onion
6.5,27.5,56.6,70.5,78.3,97.8,ash gourd
6.8,10.5,76.7,107.9,57.9,53.9,peas
6.0,25.1,15.1,33.9,22.7,27.9,varagu
6.5,22.4,85.1,119.0,49.2,52.2,sweet potato
6.2,23.1,79.1,70.4,47.0,91.4,bottle gourd
6.0,14.3,96.7,85.9,46.0,45.6,radish
6.8,34.8,81.9,31.7,38.7,38.9,gingely
6.3,29.3,60.0,41.4,38.6,39.0,bengalgram
6.3,20.8,98.1,109.1,92.1,90.0,cabbage
6.8,26.0,19.1,31.8,28.4,26.7,thinai
6.6,23.6,72.5,85.7,47.5,44.6,small onion
6.3,8.7,94.1,119.2,80.5,91.0,cabbage
6.9,28.8,78.0,53.7,27.5,30.8,redgram
6.1,20.9,52.8,34.3,34.2,36.4,cowpea
6.3,29.2,79.3,110.6,68.1,88.6,chillies
5.9,25.2,17.8,38.6,24.4,22.3,varagu
6.1,20.0,19.3,53.7,29.0,20.2,kudiraivali
6.4,23.1,68.1,90.8,57.3,45.0,rice
7.4,33.5,88.3,28.6,25.7,24.9,gingely
6.1,27.5,84.7,135.6,57.8,119.8,chillies
5.5,26.7,16.8,36.8,20.9,25.3,panivaragu
6.4,27.6,83.4,147.9,52.1,114.5,chillies
6.1,26.9,94.6,122.7,65.8,84.5,capsicum
6.6,35.6,79.1,92.5,51.4,41.6,rice
6.3,20.9,52.2,35.4,37.5,38.9,cowpea
6.6,29.4,82.4,117.8,73.4,119.4,chillies
7.1,26.0,75.9,48.5,39.4,36.1,horsegram
5.7,27.9,53.1,61.4,55.7,59.9,tapoica
7.4,34.5,92.5,37.1,30.2,31.9,gingely
6.6,29.4,84.7,86.7,43.4,67.3,muskmelon
7.2,20.6,90.3,74.4,59.7,46.3,sorghum
7.3,22.2,81.9,98.2,59.8,56.7,cluster bean
7.0,26.0,78.7,66.9,74.2,64.7,bitter gourd
6.4,20.5,63.5,95.0,40.2,70.1,pumpkin
6.2,19.2,67.7,119.5,78.7,73.1,carrot
6.3,32.3,75.6,42.4,25.1,35.6,horsegram
5.7,25.3,83.3,80.4,50.9,41.7,elephant foot yam
6.7,20.8,99.0,81.5,58.8,58.4,cauliflower
7.1,21.1,90.0,112.4,69.9,96.1,brinjal
6.4,15.6,96.4,78.2,54.2,49.6,radish
6.1,27.4,96.2,23.7,34.7,32.2,gingely
5.7,43.0,15.5,36.6,23.6,21.5,panivaragu
6.7,21.2,51.8,99.4,57.3,50.3,wheat
6.5,28.8,58.0,89.2,44.3,49.5,tapoica
6.1,27.3,53.0,72.3,55.5,99.3,ash gourd
5.8,21.6,51.9,47.5,34.1,28.9,cowpea
6.8,29.1,78.3,54.9,33.7,23.8,redgram
7.1,30.7,65.8,25.3,23.5,28.3,greengram
6.4,30.2,90.4,20.9,35.0,21.6,gingely
5.8,13.6,97.3,84.9,49.3,47.7,radish
6.8,27.5,86.8,92.9,57.4,64.9,bitter gourd
6.7,28.4,79.1,88.1,49.3,81.9,bitter gourd
5.4,25.2,88.9,65.3,30.8,35.8,castor
5.8,13.1,78.5,61.8,57.8,47.2,french bean
7.0,27.9,90.0,142.4,79.3,81.0,brinjal
6.9,11.1,65.0,73.4,59.2,52.5,groundnut
7.0,25.3,79.7,53.1,37.3,30.8,horsegram
7.7,31.8,17.3,39.4,23.4,22.1,blackgram
6.4,18.6,86.8,72.8,77.8,99.3,snake gourd
5.6,19.7,80.9,75.2,49.6,52.4,french bean
7.3,26.2,78.6,69.8,43.3,56.8,tinda
6.8,26.8,84.7,69.5,55.4,44.1,tinda
7.5,25.0,76.8,163.0,93.0,135.6,sugarcane
5.9,26.5,18.4,38.3,22.3,24.2,varagu
6.7,13.7,17.5,35.5,26.7,25.3,ragi
5.7,22.8,82.6,93.2,55.8,58.6,vegetable cowpea
6.3,29.7,69.5,85.7,46.6,64.4,ash gourd
6.5,24.8,15.3,36.1,23.3,25.4,ragi
7.0,18.7,88.2,93.4,47.6,56.6,peas
6.0,23.2,77.1,125.4,48.9,88.4,onion
6.2,26.6,76.6,87.0,61.7,69.6,bottle gourd
7.1,24.3,64.0,97.3,55.0,54.6,rice
6.4,15.3,66.7,81.2,73.3,95.0,carrot
6.7,22.6,96.4,113.6,53.0,51.9,cauliflower
8.0,24.3,80.8,63.0,59.8,48.6,cluster bean
6.5,30.9,58.3,60.1,66.1,79.9,ash gourd
6.2,28.5,71.7,40.3,38.7,27.2,horsegram
6.7,27.7,89.3,94.5,47.1,60.6,bitter gourd
6.6,40.9,80.4,59.8,38.3,35.7,pearl millet
7.5,23.7,72.8,103.8,41.9,59.8,cotton
5.3,22.3,51.3,33.5,32.0,21.5,cowpea
7.5,29.0,83.6,86.2,54.6,42.6,annual moringa
6.6,25.8,76.3,46.0,30.4,21.9,redgram
6.5,38.8,15.8,36.4,20.8,22.8,panivaragu
5.3,20.8,51.4,42.4,28.9,27.6,cowpea
7.0,33.9,57.2,42.0,34.1,31.5,horsegram
6.9,19.9,79.0,57.7,23.2,38.5,redgram
7.6,34.8,88.6,34.1,36.5,29.8,gingely
8.7,29.6,18.5,36.3,26.6,29.4,samai
6.8,34.3,80.0,117.4,56.7,57.3,annual moringa
7.3,30.0,75.4,146.7,62.3,110.5,tomato
7.7,33.9,96.9,36.4,24.7,21.0,gingely
7.3,29.4,75.7,98.8,56.2,81.3,muskmelon
7.9,34.3,82.8,32.0,23.3,31.7,gingely
5.8,22.6,15.7,31.9,28.1,22.1,thinai
7.9,25.8,77.8,179.5,62.7,142.8,sugarcane
6.7,26.2,60.6,21.3,39.1,37.4,greengram
7.0,23.0,53.8,99.4,59.6,53.9,wheat
6.5,29.3,79.7,77.2,25.5,35.2,soyabean
5.7,20.2,80.7,62.9,52.5,41.8,chowchow
7.6,24.5,17.8,29.0,25.8,24.6,blackgram
6.2,20.7,71.2,62.7,58.4,47.2,small onion
6.7,33.0,75.0,87.8,66.8,93.1,ribbed gourd
6.8,18.0,65.9,69.6,56.2,50.0,small onion
6.1,20.8,60.0,54.8,28.7,26.1,bengalgram
6.3,29.5,67.4,53.2,22.6,27.0,horsegram
5.9,26.4,19.4,35.5,22.8,21.5,varagu
6.0,18.1,98.8,72.8,42.6,56.3,beetroot
6.2,17.9,98.6,101.2,90.9,97.0,cabbage
6.7,28.1,69.3,91.3,47.7,50.1,cucumber
7.2,26.6,76.1,118.9,49.5,97.5,watermelon
7.3,26.0,79.7,112.9,52.7,53.7,cotton
5.8,15.1,79.9,89.9,48.2,56.5,french bean
5.9,24.2,82.8,68.4,42.0,46.4,french bean
5.9,23.3,85.3,87.0,52.7,54.5,sweet potato
5.6,26.5,18.0,34.5,24.5,28.2,varagu
6.9,34.2,80.7,94.5,53.1,43.7,elephant foot yam
6.1,22.7,65.5,87.8,63.6,98.8,pumpkin
6.8,33.2,81.2,104.9,41.5,70.5,muskmelon
6.9,24.4,60.0,42.7,25.0,39.4,bengalgram
6.6,18.3,98.6,80.2,49.6,54.0,beetroot
6.5,23.9,83.8,121.2,51.3,95.9,chillies
6.2,24.6,88.7,100.6,47.0,44.8,sweet potato
7.2,29.4,82.3,105.6,55.6,56.5,annual moringa
6.7,20.0,77.7,54.5,22.2,27.3,redgram
7.3,31.1,60.6,30.1,20.8,30.0,greengram
6.8,23.9,95.5,83.6,48.8,52.7,cauliflower
8.6,34.6,15.0,35.2,23.6,22.7,samai
7.0,24.1,83.1,60.4,24.7,31.2,sunflower
7.4,28.7,84.9,118.9,42.6,58.4,annual moringa
6.1,11.3,97.0,78.7,49.5,43.5,radish
5.8,27.5,83.0,74.3,54.3,59.2,vegetable cowpea
6.4,25.9,62.2,84.7,70.0,84.2,pumpkin
7.7,21.4,85.0,115.6,41.6,52.3,cotton
7.2,27.8,71.4,109.6,48.2,47.8,peas
6.4,25.4,18.8,31.9,25.0,21.2,thinai
5.7,25.2,54.8,77.7,55.2,46.9,tapoica
6.6,27.7,75.1,79.8,50.9,50.1,tinda
6.7,39.2,98.2,66.4,44.7,45.1,sorghum
6.5,26.5,16.6,30.4,29.6,29.8,varagu
6.2,17.2,73.3,67.8,41.2,50.7,small onion
6.3,24.3,80.8,76.1,72.2,83.5,bottle gourd
6.6,23.2,67.8,76.5,60.4,62.5,pumpkin
6.5,23.2,73.8,164.7,71.3,149.4,sugarcane
6.3,20.5,18.7,34.2,21.6,28.5,thinai
6.6,22.2,52.7,97.1,56.5,58.1,wheat
5.6,21.2,79.8,87.2,56.0,55.9,chowchow
6.7,31.8,82.2,73.6,50.1,43.9,elephant foot yam
5.9,20.1,60.0,59.9,25.7,32.5,bengalgram
6.5,28.6,69.1,90.5,48.2,51.7,rice
5.9,20.4,79.1,60.7,51.4,42.7,vegetable cowpea
7.3,30.6,62.3,63.5,55.7,50.6,cucumber
5.8,26.2,78.1,60.5,56.5,48.1,vegetable cowpea
6.0,11.9,78.5,72.7,54.3,50.8,french bean
5.4,25.6,53.0,37.7,23.2,30.0,cowpea
6.9,28.2,83.6,99.0,41.8,56.6,tinda
6.7,20.0,15.4,49.4,28.0,23.2,kudiraivali
6.0,23.7,51.5,43.7,26.5,37.8,cowpea
6.6,19.6,99.3,86.4,50.7,43.5,cauliflower
6.8,21.5,17.2,23.6,38.7,32.9,blackgram
7.1,25.0,79.6,62.7,46.1,48.7,jute
6.5,9.3,96.2,103.8,73.0,109.2,cabbage
5.7,21.9,85.7,110.9,56.0,48.4,sweet potato
5.8,27.3,82.9,63.4,53.1,42.9,vegetable cowpea
8.3,24.8,76.1,94.9,43.6,45.8,cluster bean
6.9,28.6,56.2,81.6,49.3,48.8,tapoica
6.2,15.9,97.0,65.1,48.1,46.4,radish
6.0,24.8,76.6,65.7,52.5,52.3,vegetable cowpea
5.4,23.6,53.6,49.7,36.5,20.2,cowpea
6.0,24.7,77.0,94.3,49.4,76.3,bottle gourd
6.1,19.2,70.0,83.3,51.0,72.6,pumpkin
7.5,34.8,84.2,80.2,57.2,77.6,ribbed gourd
6.8,24.8,96.3,111.5,79.8,107.4,bhendi
6.7,32.1,82.5,85.0,43.9,95.9,ribbed gourd
6.7,20.0,16.1,49.9,22.6,21.2,kudiraivali
6.9,20.0,15.3,51.0,30.6,22.3,kudiraivali
5.8,26.0,18.1,39.6,23.4,20.7,varagu
6.7,23.0,65.0,73.1,54.0,54.9,groundnut
5.9,28.1,81.5,26.0,22.7,20.1,gingely
5.8,20.0,17.3,56.6,31.2,30.3,kudiraivali
6.8,22.9,96.5,40.5,22.1,27.0,sunflower
6.0,23.4,82.5,73.9,57.6,95.0,bottle gourd
6.8,26.5,84.9,104.8,51.5,97.8,watermelon
6.9,25.9,82.2,28.5,35.4,26.4,gingely
6.9,26.6,17.8,29.4,30.9,32.4,blackgram
7.5,31.5,68.4,35.7,36.3,31.5,greengram
7.0,22.7,17.8,27.6,34.8,29.5,blackgram
6.5,29.3,81.3,126.7,78.5,85.9,tomato
7.3,25.2,80.8,105.8,59.6,89.1,muskmelon
7.1,15.8,15.1,36.2,20.6,20.4,ragi
6.0,20.1,76.0,87.0,41.2,41.7,vegetable cowpea
7.6,23.9,89.2,117.2,48.9,53.1,cotton
6.1,24.5,61.7,88.8,47.3,98.2,pumpkin
6.4,26.7,84.3,91.0,43.9,97.4,watermelon
5.7,21.2,87.1,119.8,47.6,53.5,sweet potato
6.7,26.6,76.0,111.0,47.5,87.9,muskmelon
6.7,29.3,82.6,74.5,48.2,88.4,ribbed gourd
6.5,22.3,50.7,92.8,56.5,41.3,wheat
7.0,22.2,57.9,93.3,43.5,55.5,wheat
6.9,20.0,19.8,52.7,21.1,21.0,kudiraivali
6.9,26.4,79.5,59.3,21.3,38.6,redgram
6.3,10.6,94.3,102.4,74.1,111.4,cabbage
6.4,12.8,95.3,87.8,57.5,50.8,radish
6.1,28.0,56.7,73.1,40.1,55.0,tapoica
6.6,20.9,68.2,61.6,55.6,58.0,small onion
7.6,39.0,17.0,24.5,24.0,25.3,blackgram
7.1,22.3,73.5,119.3,53.4,51.7,peas
7.2,28.6,72.7,68.7,40.0,44.9,jute
6.0,22.6,78.9,120.5,61.9,97.0,onion
5.7,18.6,82.9,68.5,52.0,56.1,chowchow
6.6,22.9,97.9,72.5,54.4,54.2,sorghum
6.7,29.3,85.5,73.1,56.8,66.2,bitter gourd
7.3,25.4,70.0,184.3,76.4,144.3,sugarcane
7.0,24.5,60.0,48.8,24.8,36.7,bengalgram
6.1,24.8,84.2,119.2,78.9,112.8,chillies
7.5,23.9,90.0,123.3,72.5,118.1,brinjal
6.3,21.0,94.8,110.1,94.4,88.2,cabbage
5.7,25.0,84.9,88.9,45.9,58.2,vegetable cowpea
6.3,20.0,17.9,56.2,23.3,20.3,kudiraivali
6.2,18.1,98.6,87.7,49.7,45.1,beetroot
6.1,22.5,89.0,65.0,43.0,63.2,snake gourd
6.2,27.3,74.6,41.9,28.3,32.0,horsegram
6.3,25.8,50.5,43.9,25.1,33.0,cowpea
6.7,36.3,54.4,41.1,33.1,26.5,horsegram
6.7,25.1,62.9,99.7,43.1,47.5,cucumber
5.8,37.5,65.4,95.7,44.1,45.1,rice
6.2,23.1,98.8,79.2,46.4,57.8,sorghum
5.2,23.0,54.9,54.0,31.0,27.4,cowpea
7.0,27.5,84.5,91.9,44.5,30.1,jute
5.6,31.5,71.0,94.5,44.6,48.4,rice
6.2,20.6,77.1,83.8,44.4,97.5,bottle gourd
7.0,26.7,76.7,44.5,21.5,36.8,redgram
8.3,22.5,85.2,71.8,27.2,29.6,castor
6.6,26.8,84.3,135.0,46.5,113.5,tomato
6.3,23.4,56.8,116.8,48.5,47.0,wheat
7.4,36.3,68.3,54.6,39.3,26.1,horsegram
6.2,30.5,66.4,87.1,48.3,73.0,ash gourd
5.9,22.2,76.0,144.7,47.7,114.2,onion
6.6,23.7,97.5,86.4,50.0,45.2,cauliflower
6.5,29.1,78.5,44.3,36.2,27.2,redgram
6.1,22.9,86.8,81.0,46.9,54.0,sweet potato
6.7,19.2,99.8,77.0,48.9,48.9,beetroot
7.7,31.0,80.9,104.5,54.7,41.8,annual moringa
5.6,11.5,17.3,34.2,27.2,23.3,ragi
6.7,16.7,78.5,101.7,48.1,55.7,peas
6.5,34.7,77.4,85.3,56.2,77.1,muskmelon
6.2,23.5,51.4,31.7,28.3,22.9,cowpea
7.7,31.4,60.4,84.9,54.7,54.8,rice
6.0,26.7,94.5,117.0,67.6,91.4,capsicum
7.0,20.0,98.7,60.4,46.0,48.8,beetroot
8.8,37.9,17.7,34.2,26.1,27.4,samai
6.5,23.4,79.4,106.0,60.2,95.3,chillies
6.5,32.0,81.1,67.9,57.4,54.6,elephant foot yam
6.8,18.4,67.4,70.2,55.6,51.2,small onion
5.8,34.5,82.4,98.5,43.8,53.1,elephant foot yam
6.7,23.3,52.8,108.4,53.3,53.2,wheat
6.7,22.6,74.3,75.9,35.8,27.4,soyabean
7.4,26.0,83.9,99.6,57.2,60.0,peas
6.4,18.5,90.0,143.8,47.7,84.1,brinjal
7.0,29.3,86.6,76.5,45.7,99.2,bitter gourd
6.8,15.1,99.1,92.9,55.0,57.3,radish
6.4,14.2,92.1,147.5,81.7,116.1,cabbage
6.1,19.8,64.4,97.5,59.5,92.6,pumpkin
6.2,26.0,85.7,67.8,66.1,90.5,snake gourd
7.0,31.4,77.2,70.7,43.7,34.2,jute
6.2,20.3,17.0,30.1,25.4,23.8,thinai
5.3,24.1,66.7,90.1,40.9,43.0,rice
6.3,7.5,94.1,113.6,78.8,109.5,cabbage
6.8,29.0,17.4,25.7,27.8,29.9,blackgram
6.2,23.6,89.0,86.2,47.1,67.7,snake gourd
6.7,31.3,65.0,52.8,42.1,59.0,groundnut
6.4,21.7,77.2,90.8,44.2,42.9,chowchow
6.3,28.5,17.0,39.7,27.0,29.4,thinai
7.8,25.5,83.8,116.2,42.9,56.4,cotton
7.0,19.6,75.4,119.0,59.5,45.1,peas
6.5,18.2,99.7,70.5,43.5,45.6,beetroot
7.1,26.9,77.2,120.4,70.4,104.1,tomato
7.0,19.4,94.6,148.3,58.9,108.3,capsicum
6.1,20.3,69.8,104.0,61.2,60.4,sugarbeet
6.9,23.9,85.1,115.8,47.9,56.3,peas
7.0,21.9,66.6,102.2,68.4,63.8,sugarbeet
6.4,20.7,93.2,116.7,76.5,83.7,cabbage
8.1,24.5,83.6,74.3,43.0,59.0,cluster bean
5.9,21.9,94.3,132.4,42.1,85.4,capsicum
6.1,15.1,61.1,105.1,61.6,62.3,carrot
6.2,21.2,80.5,59.1,38.2,30.6,pearl millet
6.6,28.0,56.9,69.9,79.0,79.0,ash gourd
7.1,27.9,86.6,105.5,46.6,47.5,cotton
6.9,20.7,18.3,31.4,23.8,25.7,thinai
6.6,27.8,95.2,99.8,45.9,52.2,cauliflower
6.9,20.0,19.4,45.0,20.0,23.0,kudiraivali
6.0,25.8,96.2,135.2,98.5,118.1,bhendi
7.3,26.8,83.0,67.2,59.0,40.6,tinda
6.3,28.1,82.6,130.9,46.6,107.4,chillies
7.0,22.1,17.1,22.3,26.0,29.3,blackgram
6.7,25.9,84.7,141.7,42.1,116.3,chillies
6.7,21.1,99.6,91.0,55.6,47.8,cauliflower
6.2,27.0,78.1,110.1,70.5,98.8,chillies
6.9,27.2,66.5,33.4,37.0,22.7,greengram
5.7,26.5,16.9,39.8,24.1,26.4,varagu
6.0,19.1,18.5,32.9,24.8,24.4,panivaragu
6.2,26.1,90.7,121.7,79.6,94.2,capsicum
6.3,21.5,75.1,106.8,55.3,90.7,onion
6.1,20.1,82.0,76.7,50.8,44.3,chowchow
6.7,28.6,79.1,91.9,42.1,48.6,tinda
7.5,33.4,83.8,95.2,48.0,97.5,ribbed gourd
5.7,36.9,94.6,44.0,21.0,26.9,pearl millet
5.6,26.0,53.7,52.4,21.4,32.4,cowpea
5.7,26.3,51.7,75.7,51.2,45.8,tapoica
6.9,23.8,73.8,188.4,75.8,138.8,sugarcane
6.9,26.6,63.3,76.0,64.8,94.8,pumpkin
7.1,25.9,72.3,73.0,45.1,34.4,jute
6.4,23.2,80.8,103.8,61.2,88.8,onion
6.2,39.7,78.1,43.3,34.7,34.5,horsegram
7.3,28.0,68.3,82.3,48.1,51.6,cucumber
5.1,24.1,51.8,54.7,35.7,20.0,cowpea
6.3,20.0,16.9,41.1,29.9,23.1,kudiraivali
7.8,33.4,97.8,28.1,29.6,23.8,gingely
7.1,27.2,88.2,97.3,51.0,58.3,cotton
7.0,19.0,68.0,92.9,97.7,76.0,carrot
6.8,17.9,97.3,79.5,52.3,59.5,radish
8.5,35.9,19.6,37.9,22.6,22.4,samai
7.7,19.8,74.9,142.6,77.9,61.4,sugarbeet
6.2,26.5,74.5,135.2,82.9,62.3,maize
5.7,25.1,78.7,92.8,52.1,41.9,vegetable cowpea
5.5,21.0,16.7,38.1,26.5,22.8,ragi
6.1,42.1,89.0,43.4,34.6,30.5,pearl millet
5.9,18.3,93.5,105.2,47.2,98.5,capsicum
8.0,32.0,90.3,20.1,37.2,39.1,gingely
7.1,22.0,85.4,57.3,24.0,33.3,sunflower
6.2,21.0,90.0,101.5,48.3,81.2,brinjal
6.9,25.4,61.2,77.2,61.7,95.5,pumpkin
6.1,27.9,82.9,86.5,41.3,55.5,elephant foot yam
7.8,24.3,75.6,83.1,40.9,41.3,cotton
5.5,12.9,88.8,43.0,26.0,25.7,pearl millet
6.6,30.6,80.9,62.2,50.9,59.5,elephant foot yam
6.6,25.0,53.7,62.2,78.6,68.5,ash gourd
6.1,25.8,18.2,37.2,21.2,23.3,varagu
7.6,29.8,80.9,101.5,49.5,60.0,annual moringa
6.2,27.4,89.2,59.9,36.2,25.9,soyabean
6.6,35.9,96.0,70.2,49.1,40.0,sorghum
6.6,11.1,19.3,36.9,28.4,21.0,panivaragu
7.0,23.4,94.2,72.2,33.6,21.1,sunflower
5.7,26.2,66.0,95.1,45.1,46.9,rice
6.7,21.8,53.3,110.4,42.5,42.8,wheat
6.5,26.0,81.5,62.1,29.7,33.9,soyabean
6.5,24.6,90.4,101.1,57.8,116.6,capsicum
8.3,24.1,83.5,62.7,57.3,50.5,cluster bean
6.5,29.6,76.6,130.1,76.1,113.9,chillies
7.1,23.8,71.0,182.7,85.4,128.6,sugarcane
5.5,22.1,18.2,39.3,20.6,24.1,thinai
6.5,28.9,54.2,79.1,74.2,88.3,ash gourd
5.7,27.7,65.8,90.5,47.0,41.8,rice
6.1,15.4,70.5,119.5,78.6,78.9,sugarbeet
6.2,27.8,75.9,143.1,79.8,88.4,chillies
5.9,19.1,78.2,60.9,47.8,55.6,chowchow
7.2,25.9,72.8,103.2,40.7,50.7,peas
6.9,15.5,69.9,109.2,87.9,71.1,carrot
7.8,23.1,67.5,192.6,64.3,135.7,sugarcane
6.3,18.9,72.0,87.9,56.2,49.9,small onion
6.8,24.7,69.5,68.9,54.9,58.0,small onion
7.2,31.2,76.1,87.4,50.5,69.8,muskmelon
6.5,25.5,68.8,83.5,60.8,81.2,pumpkin
6.8,19.7,90.9,129.8,55.5,96.7,capsicum
5.3,23.7,93.1,57.7,24.3,37.0,castor
6.1,30.4,89.4,61.2,26.8,36.5,soyabean
7.1,21.3,65.3,181.8,98.5,127.7,sugarcane
7.8,24.8,74.5,185.0,81.8,120.2,sugarcane
6.8,33.3,83.7,89.5,48.4,48.2,elephant foot yam
6.1,23.1,50.2,42.1,28.1,29.5,cowpea
5.5,25.9,18.9,31.9,26.6,23.2,varagu
7.0,26.5,95.6,33.3,20.4,39.7,gingely
6.5,26.6,86.4,41.9,27.5,21.2,pearl millet
6.3,15.5,84.4,59.5,21.0,30.8,pearl millet
6.9,29.6,79.2,99.4,44.3,88.8,muskmelon
7.2,35.1,56.8,59.8,25.6,33.2,horsegram
5.0,30.2,75.6,89.8,55.4,50.1,rice
6.4,30.4,79.5,67.5,35.6,29.1,soyabean
6.7,16.3,72.4,65.3,53.4,48.8,small onion
7.0,24.0,82.7,88.2,58.5,56.8,cluster bean
6.1,16.5,93.8,117.3,53.4,81.5,capsicum
7.3,25.1,76.1,87.9,53.5,56.1,tinda
6.9,32.1,65.0,56.7,45.2,45.2,groundnut
7.0,32.4,67.9,75.2,40.8,49.6,cucumber
7.7,36.5,17.9,21.7,30.9,26.7,blackgram
6.8,25.5,82.6,150.2,79.2,84.7,maize
6.0,19.8,74.8,94.8,52.2,47.8,small onion
6.4,36.8,76.2,66.3,33.6,47.1,jute
5.7,32.0,83.1,79.0,40.8,51.2,elephant foot yam
7.0,33.0,75.1,71.7,47.1,85.5,ribbed gourd
7.4,21.6,81.1,97.1,44.1,57.9,cotton
6.5,26.0,57.9,76.5,56.8,47.2,tapoica
7.4,27.5,62.8,60.3,42.8,41.6,cucumber
6.1,36.6,68.0,55.8,29.2,27.0,horsegram
6.5,30.1,63.3,65.1,42.7,66.2,ash gourd
7.3,27.8,80.3,110.1,59.0,52.3,cotton
6.2,21.8,50.9,89.8,57.9,56.6,wheat
7.4,26.1,62.3,27.9,37.5,37.1,greengram
6.1,25.0,80.9,98.0,46.8,66.7,watermelon
6.9,28.2,89.9,62.4,47.9,84.1,bitter gourd
6.0,21.4,80.4,63.9,45.0,56.0,french bean
7.4,33.9,76.3,116.2,40.2,95.1,muskmelon
6.5,25.3,84.6,83.1,56.6,95.6,muskmelon
6.6,33.9,80.2,113.4,51.3,53.3,annual moringa
5.9,28.7,84.6,84.8,53.9,59.0,vegetable cowpea
6.7,25.1,76.3,111.5,59.0,73.2,muskmelon
6.6,41.9,17.5,27.1,23.5,25.2,blackgram
6.4,30.8,95.6,65.4,49.9,58.8,sorghum
7.1,29.6,76.0,125.6,69.8,100.7,tomato
7.0,24.5,17.8,21.1,33.2,29.1,blackgram
6.7,25.1,52.6,75.7,55.7,64.9,ash gourd
6.3,21.7,62.5,166.6,60.4,63.5,maize
6.1,20.0,18.3,47.3,20.3,32.0,kudiraivali
6.2,23.9,82.8,62.7,48.9,74.7,bottle gourd
7.3,26.8,94.7,35.1,22.9,36.6,gingely
6.0,28.8,82.0,147.7,52.3,104.6,chillies
5.5,30.9,78.4,82.8,44.1,53.5,rice
7.8,26.8,68.7,182.0,72.4,142.1,sugarcane
6.7,24.5,98.4,102.4,61.6,100.9,bhendi
7.9,26.1,70.2,91.4,53.0,51.3,cotton
6.2,24.6,88.2,66.0,67.1,67.2,snake gourd
5.6,17.4,19.8,31.1,22.9,20.4,ragi
7.9,17.5,17.0,30.7,26.7,20.1,ragi
6.4,22.2,87.1,112.9,43.6,43.8,sweet potato
7.9,27.1,76.8,83.0,44.5,54.5,annual moringa
6.6,25.6,97.4,116.2,86.4,90.2,bhendi
6.6,30.5,63.9,82.2,64.6,90.7,ash gourd
6.5,23.8,65.7,174.4,60.6,130.0,sugarcane
7.5,36.5,84.8,90.5,43.1,42.9,jute
7.4,25.0,97.4,69.4,51.8,46.9,sorghum
6.8,12.1,65.0,59.1,58.5,50.8,groundnut
6.2,19.1,97.1,120.0,83.4,117.2,cabbage
6.6,29.4,75.7,145.8,54.5,116.7,chillies
6.3,16.0,77.5,55.1,28.0,23.0,soyabean
7.1,31.5,82.5,81.0,53.1,88.7,muskmelon
6.2,20.1,76.8,108.5,56.8,97.1,onion
7.2,26.9,78.2,117.6,40.8,59.8,annual moringa
7.9,25.7,70.3,88.2,42.7,52.5,rice
6.4,21.4,80.7,132.0,82.4,81.7,maize
7.4,21.4,82.3,76.4,48.9,51.1,cluster bean
7.4,30.0,55.8,46.3,30.9,30.6,horsegram
7.3,26.1,65.9,90.1,48.3,51.1,cucumber
7.3,26.1,81.7,116.8,41.4,75.6,muskmelon
5.5,19.9,71.1,158.8,69.8,64.2,maize
6.0,26.0,75.2,81.6,50.7,71.8,watermelon
5.5,28.0,52.2,84.5,43.8,41.3,tapoica
7.4,19.4,79.0,146.1,73.1,82.7,tomato
7.0,21.9,60.0,59.1,39.3,31.6,bengalgram
7.4,27.8,84.1,87.3,74.3,67.3,ribbed gourd
7.9,23.6,77.7,79.6,48.5,58.5,cluster bean
6.7,25.6,78.9,94.2,67.0,79.5,bitter gourd
6.9,16.1,71.6,142.1,75.7,69.0,sugarbeet
7.5,34.3,62.8,82.1,46.3,45.0,cucumber
7.0,31.6,67.2,97.8,44.4,46.1,cucumber
5.6,20.2,79.3,163.7,79.1,83.1,maize
6.2,27.4,51.5,49.7,21.4,38.2,horsegram
6.8,28.5,76.9,89.3,51.9,55.8,tinda
